article_id,entreprise,prompt_version,statut,note_llm,justification,longueur_caracteres,longueur_mots,texte_extrait
21095,AIR LIQUIDE,v3,ok,2,"Air Liquide signe la plus forte progression du jour (5,7%), suivi de près par le secteur auto Renault (5,1%), Stellantis (3,4%) ou encore Michelin (3,4%).",13928,2195,"Rumeurs européennes sur le CO2, Paris s'envole, Wall Street hésite Fermeture  (Zonebourse.com) - La Bourse de Paris conclut la journée sur un gain de 1,01%, à 8 262 points, tirée par Air Liquide ( 5,7..."
21065,AIR LIQUIDE,v3,ok,2,"Air Liquide a signé la plus forte progression du jour (5,7%), suivi de près par le secteur auto Renault (5,1%), Stellantis (3,4%) ou encore Michelin (3,4%).",7055,1125,"(Zonebourse.com) - La  Bourse de Paris  conclut la journée sur un gain de 1,01%, à 8 262 points, tirée par  Air Liquide  ( 5,7%),  Renault  ( 5,1%) ou encore  Pernod Ricard  ( 5%). La séance a été agi..."
17053,AIR LIQUIDE,v3,ok,1,"L'article mentionne les performances d'Air Liquide, mais elles sont présentées de manière neutre. Le groupe confirme sa capacité à améliorer progressivement sa rentabilité, mais la croissance organique des ventes est modérée et l'impact du change défavorable pèse sur la croissance publiée.",3225,478,"Valeur défensive par excellence du CAC 40, Air Liquide continue d’évoluer dans un environnement contrasté, mêlant visibilité de long terme et pressions conjoncturelles à court terme. Le spécialiste de..."
16867,AIR LIQUIDE,v3,ok,1,"L'article mentionne les performances d'Air Liquide, mais elles sont décrites de manière neutre. Le groupe confirme sa capacité à améliorer progressivement sa rentabilité, mais il y a également des signes de ralentissement dans certaines activités et un effet de change défavorable.",3225,478,"Valeur défensive par excellence du CAC 40, Air Liquide continue d’évoluer dans un environnement contrasté, mêlant visibilité de long terme et pressions conjoncturelles à court terme. Le spécialiste de..."
16063,AIR LIQUIDE,v3,ok,0,"Bernstein abaisse son objectif de cours pour Air Liquide de 199 euros à 190 euros, mais maintient sa recommandation à 'surperformance'.",1327,189,"Point recommandations des analystes:  Air Liquide, Argan, Carmila, Covivio, Dassault Aviation, Totalenergies, Unibail-Rodamco-Westfield jeudi  8 janvier 2026 à 08h59  (BFM Bourse) - Les analystes affi..."
15891,AIR LIQUIDE,v3,ok,1,Aucun fait concret positif ou négatif spécifique à Air Liquide n'est identifiable dans l'article.,1369,204,"Point recommandations des analystes:  Air Liquide, Arcelormittal, Axa, Bouygues, Kering, Rexel, Sodexo mercredi  7 janvier 2026 à 08h56  (BFM Bourse) - Les analystes affinent leurs recommandations ce ..."
14991,AIR LIQUIDE,v3,ok,1,"L'article mentionne des chiffres de ventes et d'impact des effets de change, mais ils sont généraux et ne concernent pas spécifiquement Air Liquide. L'article mentionne également une confiance du groupe dans sa capacité à augmenter sa marge opérationnelle et à réaliser une croissance de son bénéfice net récurrent, mais ce n'est qu'une déclaration générale sans fait concret.",1564,245,"(AOF) -  Air Liquide  a compilé des éléments afin de faciliter la modélisation financière de ses résultats pour l’exercice 2025. Le spécialiste des gaz industriels, médicaux et technologiques a rappel..."
14260,AIR LIQUIDE,v3,ok,1,La liste des entreprises qui conservent leur place dans le CAC 40 en 2030 est longue et ne mentionne pas de fait concret positif ou négatif spécifique à Air Liquide.,17718,2553,"Cac 40: Entrées de Dassault Aviation, Amundi ou Spie...  Voici à quoi pourrait ressembler la composition du CAC 40 en 2030 dimanche 28 décembre 2025 à 07h00  (BFM Bourse) - Depuis 1987, leCAC 40a eu d..."
9905,AIR LIQUIDE,v3,ok,1,"L'article mentionne deux faits concrets concernant Air Liquide : un investissement de 25 millions d'euros pour moderniser son unité de séparation des gaz de l'air (ASU) à Yulin, et la signature d'un accord avec Hyundai Motor Group afin de renforcer leur partenariat international et accélérer l'économie de l'hydrogène. Cependant, il n'y a pas de mention spécifique d'une bonne ou mauvaise nouvelle pour l'action Air Liquide.",9967,1544,"CAC 40: en hausse modeste avant la publication de l'indice PCE aux Etats-Unis Ouverture  (Zonebourse.com) - La Bourse de Paris progresse de 0,3% ce matin, autour des 8150 points, tirée par Edenred ( 2..."
9901,AIR LIQUIDE,v3,ok,1,Aucun fait concret positif ou négatif ne peut être identifié pour AIR LIQUIDE dans l'article.,8683,1422,"CAC40 : stagne vers 8.125,, semaine 'flat' ,le PCE US ne change rien Pré-clôture  (Zonebourse.com) - La Bourse de Paris continue de somnoler et le CAC40 grappille moins de 0,1% (autour des 8125 points..."
9899,AIR LIQUIDE,v3,ok,1,"Aucun fait concret positif ou négatif ne peut être identifié pour AIR LIQUIDE dans l'article. L'entreprise est simplement mentionnée comme réalisant un investissement et signant un accord, mais aucun détail spécifique sur les conséquences de ces actions n'est fourni.",8710,1431,"CAC40 : finit la semaine en léger repli, cela plombe la semaine Pré-clôture  (Zonebourse.com) - La Bourse de Paris revient à la case départ le CAC40 (-0,1%) menace de repasser dans le rouge sous 8.120..."
9898,AIR LIQUIDE,v3,ok,1,Aucun fait concret positif ou négatif spécifique à AIR LIQUIDE n'est identifiable dans l'article.,8006,1283,"CAC 40: en repli symbolique après des statistiques US sans grande surprise Fermeture  (Zonebourse.com) - Après avoir grappillé un timide 0,5% à mi-séance, la Bourse de Paris conclut la journée sur un ..."
6318,AIR LIQUIDE,v3,ok,2,"Air Liquide annonce la mise en service de ses premiers poids lourds alimentés à l'hydrogène aux Pays-Bas, réduisant ainsi ses émissions opérationnelles de CO2 dans cette région.",1264,191,"(Zonebourse.com) -  Air Liquide  annonce la mise en service de ses premiers poids lourds alimentés à l'hydrogène aux Pays-Bas.    Les deux premiers camions MAN hTGX, équipés de moteurs à combustion in..."
5562,AIR LIQUIDE,v3,ok,1,"Air Liquide fait part de la mise en service réussie de la première unité pilote au monde de craquage d'ammoniac à l'échelle industrielle, d'une capacité de conversion d'ammoniac en hydrogène de 30 tonnes par jour, dans le port d'Anvers-Bruges, en Belgique.",11397,1734,"CAC 40: poursuit son 'rally' vers des sommets inexplorés Ouverture  (Zonebourse.com) - La Bourse de Paris poursuit son envolée et gagne 0,5% à 8285 points, après avoir signé un nouveau record absolu q..."
5559,AIR LIQUIDE,v3,ok,1,"Air Liquide fait part de la mise en service réussie de la première unité pilote au monde de craquage d'ammoniac à l'échelle industrielle, d'une capacité de conversion d'ammoniac en hydrogène de 30 tonnes par jour, dans le port d'Anvers-Bruges, en Belgique. C'est un fait concret mais pas nécessairement positif ou négatif.",9968,1528,"CAC40 : réduit ses gains mais reste largement leader en Europe Pré-clôture  (Zonebourse.com) - La Bourse de Paris a inscrit ce midi un nouveau doublé record, avec un CAC40 à 8.314Pts et un CAC 'GR à 2..."
5558,AIR LIQUIDE,v3,ok,1,"Air Liquide fait part de la mise en service réussie de la première unité pilote au monde de craquage d'ammoniac à l'échelle industrielle, mais il s'agit d'une simple mention factuelle sans annonce spécifique positive ou négative propre à AIR LIQUIDE.",10500,1623,"CAC40 : dans le rouge après un nouveau record à 8.314, le Nasdaq pèse Pré-clôture  (Zonebourse.com) - Cette séance de jeudi restera historique même si la bourse de Paris inverse la vapeur (-0,1% vers ..."
5557,AIR LIQUIDE,v3,ok,1,"L'article mentionne que Air Liquide a fait part de la mise en service réussie de la première unité pilote au monde de craquage d'ammoniac à l'échelle industrielle, mais il n'y a pas d'information spécifique sur les résultats ou les perspectives de l'entreprise.",10814,1687,"CAC 40: termine en légère baisse après avoir signé un nouveau record Fermeture  (Zonebourse.com) - Après une matinée en fanfare qui lui a permis de signer un nouveau record historique, à 8314 points (..."
5403,AIR LIQUIDE,v3,ok,0,"Barclays ajuste sa cible de cours pour Air Liquide à 195 euros contre 210 euros et reste à 'surpondérer', ce qui est considéré comme une mauvaise nouvelle.",700,99,"Point recommandations des analystes: Air Liquide, Euronext, Arkema, Legrand mercredi 12 novembre 2025 à 08h50  (BFM Bourse) - Les analystes affinent leurs conseils surAir Liquide, Euronext,Arkema,Legr..."
3773,AIR LIQUIDE,v3,ok,1,"Air Liquide et Vinci (+0,7%) terminent en vert à Paris",11852,1892,"CAC 40: efface une partie de ses pertes mais reste nettement en rouge Fermeture  (Zonebourse.com) - Après avoir lâché jusqu'à près de 1,8% en fin de matinée (vers 7965 points), la Bourse de Paris est ..."
2851,AIR LIQUIDE,v3,ok,2,"Air Liquide a dépassé les attentes avec une croissance de 1,9% au troisième trimestre, confirmant ses perspectives et réitérant sa confiance en sa capacité à augmenter sa marge opérationnelle et à réaliser une croissance du résultat net récurrent.",3573,536,"Air liquide: Valeur phare des petits porteurs, Air Liquide surpasse les attentes et grimpe en Bourse mardi 28 octobre 2025 à 16h51  (BFM Bourse) - Le spécialiste des gaz industriels a livré une croiss..."
2848,AIR LIQUIDE,v3,ok,2,Deutsche Bank a rehaussé son objectif de cours pour Air Liquide de 190 euros à 208 euros.,553,86,"Point recommandations des analystes: Sodexo, Eurofins, Air Liquide mercredi 29 octobre 2025 à 08h45  (BFM Bourse) - Les analystes affinent leurs conseils surSodexo, Eurofins,Air Liquide.  Sodexo (cour..."
2847,AIR LIQUIDE,v3,ok,1,"L'article mentionne que le CAC 40 poursuit son repli en cédant -0.22% à l'ouverture, mais cela ne concerne pas spécifiquement Air Liquide.",721,118,"Cac 40: L’indice parisien a ouvert la séance en baisse de -0.22% mercredi 29 octobre 2025 à 09h00  (BFM Bourse) - Après avoir fini en baisse de -0.27% à 8216.5801 points lors de sa dernière séance, le..."
2789,AIR LIQUIDE,v3,ok,1,"Le CAC40 stagne inexorablement, soutenu par capgemini (+2,1%) et Stellantis et Sté Générale (+1,7%) mais plombé par replis de Thales (-2,6%) et Dassault Systèmes et Air Liquide (-2,1%).",11837,1849,"CAC40 : 8ème séance de stagnation vers 8.200, W-Street dopé par Nvidia Pré-clôture  (Zonebourse.com) - La lourdeur l'emporte à la Bourse de Paris qui s'effrite de -0,2% et revient au contact des 8200,..."
2788,AIR LIQUIDE,v3,ok,0,"Air Liquide (-2,4%)",9559,1482,"CAC 40: apathique tandis que New York atteint de nouveaux sommets Fermeture  (Zonebourse.com) - La Bourse de Paris conclut la séance sur un repli de 0,19%, à 8200 points, pénalisée par Thales et Air L..."
2704,AIR LIQUIDE,v3,ok,1,"Aucun fait concret positif ou négatif spécifique à AIR LIQUIDE n'est identifiable dans l'article. L'entreprise est décrite comme un leader mondial avec un positionnement fort, mais la croissance reste modérée et les incertitudes macroéconomiques sont mentionnées.",4226,623,"Le groupe Air Liquide, leader mondial des gaz industriels et des services à l’industrie et à la santé, évolue dans un environnement exigeant marqué par des incertitudes macroéconomiques, des effets de..."
16,AIR LIQUIDE,v3,ok,2,"Le chiffre d'affaires s'est accru de 2,6 %, atteignant 13,722 milliards d’euros, et le résultat opérationnel courant a progressé de 5,2 % pour s’établir à 2,737 milliards d’euros.",3281,496,"Air Liquide dévoile une nouvelle fois une performance très solide au premier semestre 2025. Dans le détail, le chiffre d’affaires s’est accru de 2,6 %, atteignant 13,722 milliards d’euros. Le résultat..."
29967,AIRBUS,v3,ok,0,"Berenberg abaisse son objectif de cours à 190 euros contre 210 euros pour Airbus, ce qui est un fait concret négatif spécifique à l'entreprise.",617,89,"Point recommandations des analystes: Teleperformance, Airbus, Renault mardi 24 mars 2026 à 09916  (BFM Bourse) - Les analystes affinent leurs conseils ce mardi surTeleperformance,Airbus,Renault.  Tele..."
29947,AIRBUS,v3,ok,0,"Airbus ferme la marche et lâche 1,9%.",7984,1265,"Les marchés se contractent, victimes du brouillard géopolitique Ouverture  (Zonebourse.com) - Les principales places boursières européennes sont en repli ce matin, sur fond de grande confusion autour ..."
29765,AIRBUS,v3,ok,2,"Airbus a bondit de joie avec un gain de 3,4% après un recul de 1,3% le matin. L'avionneur a par ailleurs annoncé un accord définitif avec Cobham Ultra, filiale d'Advent, pour l'acquisition d'Ultra Cyber Ltd, transaction dont la finalisation est soumise aux approbations réglementaires habituelles et est prévue pour la seconde moitié de 2026.",12366,1938,"Du rouge au vert : quand Trump retourne les marchés en un message Fermeture  (Zonebourse.com) - Début de semaine mouvementé pour les investisseurs ! Jusqu'à mi-séance, les principales bourses européen..."
28533,AIRBUS,v3,ok,0,Jefferies abaisse sa cible pour Airbus de 195 euros à 190 euros et reste à 'conserver'.,701,106,"Point recommandations des analystes: Totalenergies, Airbus, Safran, Verallia lundi 16 mars 2026 à 08853  (BFM Bourse) - Les analystes affinent leurs conseils ce lundi 16 mars surTotalenergies, Veralli..."
28531,AIRBUS,v3,ok,1,"L'article mentionne plusieurs analystes qui ont refait leurs calculs sur Airbus, mais aucun fait concret positif ou négatif spécifique à l'entreprise n'est identifiable.",9753,1510,"Airbus group: En baisse de près de 15% depuis le début de l'année, Airbus a-t-il trop souffert en Bourse au vu de ses perspectives (prometteuses) de long terme? lundi 16 mars 2026 à 111154  (BFM Bours..."
27470,AIRBUS,v3,ok,2,Citi a relevé son conseil à l'achat contre neutre précédemment tout en rehaussant son objectif de cours à 217 euros contre 208 euros auparavant.,6372,986,"Airbus group: Malgré ses impairs dans la montée en cadence de la production, Citi voit l'action Airbus prendre plus de 20% grâce à la défense, au dollar et (paradoxalement) au conflit au Moyen-Orient ..."
27233,AIRBUS,v3,ok,1,"Les valeurs énergétiques profitent de la flambée du brut. Aker progresse de 1%, Equinor gagne près de 3% et Shell progresse également de 2%. Cependant, aucun fait concret positif ou négatif spécifique à Airbus n'est identifiable.",9526,1497,"Les bombes tombent, l'or noir grimpe et les marchés chutent Mi-séance  (Zonebourse.com) - Les marchés européens reculent nettement ce matin alors que l'escalade militaire au Moyen-Orient propulse le p..."
26527,AIRBUS,v3,ok,2,Citi relève son conseil à l'achat contre 'neutre' et son objectif de cours à 217 euros contre 208 euros.,650,101,"Point recommandations des analystes: Kering, Airbus, TF1 jeudi 5 mars 2026 à 09933  (BFM Bourse) - Les analystes affinent leurs conseils surKering,Airbus,TF1.  Kering (cours à 256,9 euros):Bernstein r..."
26526,AIRBUS,v3,ok,2,Citi a relevé son conseil à l'achat contre neutre précédemment tout en rehaussant son objectif de cours à 217 euros contre 208 euros auparavant.,6372,986,"Airbus group: Malgré ses impairs dans la montée en cadence de la production, Citi voit l'action Airbus prendre plus de 20% grâce à la défense, au dollar et (paradoxalement) au conflit au Moyen-Orient ..."
26504,AIRBUS,v3,ok,2,"Airbus progresse de 2,3% après une recommandation relevée de 'neutre' à 'achat' par Citi, qui a également porté son objectif de cours de 208 à 217 EUR.",9767,1507,"Les marchés européens prolongent leur rebond, le Moyen-Orient et l'énergie sous surveillance Ouverture  (Zonebourse.com) - Les marchés européens prolongent leur rebond ce matin après les turbulences p..."
26501,AIRBUS,v3,ok,2,Citi a relevé sa recommandation de neutre à achat et porté son objectif de cours de 208 à 217 EUR pour Airbus.,6830,1091,"Repli des marchés boursiers européens sur fond de poursuite de l'escalade militaire au Moyen-Orient Fermeture  (Zonebourse.com) - Après avoir connu un rebond hier, la Bourse de Paris est retombée dans..."
26344,AIRBUS,v3,ok,2,"Résultats nettement supérieurs aux attentes, hausse des livraisons de Falcon attendue",6453,1022,"Dassault aviation: Bénéfices supérieurs aux attentes, hausse des livraisons de Falcon attendue, campagnes Rafale… Dassault Aviation bondit de 5% en Bourse et prend 27% en 2026 mercredi 4 mars 2026 à 1..."
25974,AIRBUS,v3,ok,1,"Le secteur de la défense est influencé par les tensions géopolitiques, mais aucun fait concret n'est mentionné spécifiquement pour Airbus.",7987,1214,"Accor: Totalenergies et Thales grimpent, Air France-KLM et Accor plongent… Voici les groupes qui réagissent le plus en Bourse à l'embrasement du conflit au Moyen-Orient lundi  2 mars 2026 à 12h11  (BF..."
24104,AIRBUS,v3,ok,1,"Aucun fait concret positif ou négatif n'est identifiable pour Airbus — les analystes ont ajusté leurs objectifs de cours, mais sans mentionner de nouvelle spécifique à l'entreprise.",818,136,"Point recommandations des analystes: Airbus, FDJ United, Renault, Accor vendredi 20 février 2026 à 08h48  (BFM Bourse) - Les analystes affinent leurs conseils surAirbus, FDJ United,Renault,Accor.  Air..."
23917,AIRBUS,v3,ok,0,"Airbus abaisse ses perspectives de production et dévoile un objectif de livraisons décevant (bien que record) pour 2026, l'action chute de 5%.",6388,979,"Airbus group: En difficulté sur l'approvisionnement de moteurs, Airbus abaisse ses perspectives de production et dévoile un objectif de livraisons décevant (bien que record) pour 2026, l'action chute ..."
23909,AIRBUS,v3,ok,0,"Airbus a abaissé ses perspectives de production et dévoilé un objectif de livraisons décevant (bien que record) pour 2026, en raison des ses problèmes d'approvisionnement de moteur.",2687,419,Cac 40: Les déceptions Airbus et Renault ont pesé sur le CAC 40 qui s'éloigne (un peu) de ses records fraîchement atteints la veille jeudi 19 février 2026 à 17h58  (BFM Bourse) - L'indice parisien cèd...
23891,AIRBUS,v3,ok,0,"Airbus chute de 6,61% après avoir revu à la baisse son objectif de production dans le cadre du conflit qui l'oppose à Pratt & Whitney sur les moteurs.",15625,2351,"Wall Street vue en repli avec Walmart, l'Europe dans le rouge avec les résultats Pré-ouverture  par Claude Chendjou PARIS, 19 février (Reuters) - Wall Street est attendue en repli jeudi dans un contex..."
23858,AIRBUS,v3,ok,0,"AIRBUS a abaissé ses objectifs de production pour l'A320, tout visant un nombre record de livraisons en 2026.",4475,700,"(Agefi-Dow Jones)--Les Bourses européennes se sont repliées jeudi, sous un déluge de résultats d'entreprises, alors que la Réserve fédérale (Fed) pourrait se montrer moins accommodante que prévu dans ..."
23724,AIRBUS,v3,ok,0,"Airbus abaisse ses perspectives de production et dévoile un objectif de livraisons décevant (bien que record) pour 2026, à 870 avions. Le groupe a dû ajuster ses perspectives de production en raison des tensions avec Pratt & Whitney.",5103,780,"Airbus group: En difficulté sur l'approvisionnement de moteurs, Airbus abaisse ses perspectives de production et dévoile un objectif de livraisons décevant (bien que record) pour 2026, à 870 avions Au..."
23336,AIRBUS,v3,ok,1,Les chiffres d'Air France-KLM Airbus sont attendus plus tard dans la semaine,9721,1521,"L'Europe en petite hausse avec les banques, l'absence de Wall Street réduit les volumes Pré-ouverture  par Diana Mandia 16 février (Reuters) - Les Bourses européennes avancent légèrement lundi à mi-sé..."
23335,AIRBUS,v3,ok,1,"L'article mentionne que la semaine sera riche en données macroéconomiques, notamment l'estimation du PIB américain pour le quatrième trimestre 2025 et l'indice des prix des dépenses de consommation personnelle (PCE), mais ne contient pas d'informations spécifiques à Airbus.",10827,1702,"L'Europe finit sans direction, séance calme sans Wall Street Ouverture  par Diana Mandia 16 février (Reuters) - Les Bourses européennes ont terminé sans direction lundi, les banques rebondissant après..."
22743,AIRBUS,v3,ok,1,"Les investisseurs seront attentifs aux performances financières de l'an dernier d'Airbus, mais aucun fait concret positif ou négatif n'est mentionné.",4624,646,"(Agefi-Dow Jones)--Les investisseurs prendront connaissance la semaine prochaine d'une nouvelle salve de résultats d'entreprises des deux côtés de l'Atlantique, ainsi que d'une série d'indicateurs éco..."
22363,AIRBUS,v3,ok,2,"Airbus continuera à utiliser les logiciels d'analyse des données de Palantir dans le cadre d'un contrat pluriannuel, ce qui est une bonne nouvelle pour l'entreprise.",1016,140,"(Agefi-Dow Jones)--Palantir Technologies a annoncé mercredi qu' Airbus  continuerait d'utiliser ses logiciels d'analyse des données dans le cadre d'un contrat pluriannuel.   ""Grâce à ce contrat renouv..."
20931,AIRBUS,v3,ok,1,Citi relève sa cible à 208 euros contre 207 euros et reste à 'neutre' pour Airbus.,810,124,"Point recommandations des analystes: Airbus, Renault, Stellantis, LVMH mardi  3 février 2026 à 08h47  (BFM Bourse) - Les analystes affinent leurs conseils surAirbus,Renault,Stellantis,LVMH, ce mardi 3..."
20740,AIRBUS,v3,ok,0,Jefferies abaisse son conseil à 'conserver' contre 'acheter' et ajuste sa cible à 215 euros contre 230 euros pour Airbus.,609,93,"Point recommandations des analystes: Airbus, Thales, Eurofins lundi  2 février 2026 à 08h46  (BFM Bourse) - Les analystes affinent leurs conseils sur Eurofins,Airbus,Thales.  Airbus (cours de clôture ..."
20733,AIRBUS,v3,ok,0,"Jefferies a abaissé son conseil sur Airbus de 'acheter' à 'conserver', et a ajusté sa cible à 215 euros contre 230 euros, en raison des risques sur la montée en cadence de la production du groupe et de la faiblesse du dollar.",3995,598,"Airbus group: En raison de la chute du dollar et des risques sur la montée en cadence de sa production, Jefferies ne conseille plus d'acheter l'action Airbus lundi  2 février 2026 à 15h20  (BFM Bourse..."
20539,AIRBUS,v3,ok,2,"Bank of America estime qu'Airbus présente, au cours actuel, une opportunité de s'exposer à moindre frais à la trajectoire ascendante de sa rentabilité. La banque avance que les récents résultats de la société ont permis de démontrer l'amélioration des marges du groupe, notamment sur les monocouloirs, avec sa famille phare, l'A320 neo.",11074,1610,"Totalenergies: Airbus, Société Générale, Totalenergies, SAP, ASML… Voici les 25 actions européennes à jouer en Bourse cette année, selon Bank of America dimanche  1 février 2026 à 07h00  (BFM Bourse) ..."
19346,AIRBUS,v3,ok,2,"Airbus Helicopters a enregistré 544 commandes brutes (536 commandes nettes) en 2025, soit une hausse de près de 20% en volume.",1130,175,"(Zonebourse.com) -  Airbus  Helicopters a enregistré 544 commandes brutes (536 commandes nettes ) en 2025. Ces commandes proviennent de 205 clients répartis dans 50 pays. En termes d'unités livrées, A..."
19340,AIRBUS,v3,ok,2,"Airbus a enregistré 544 commandes brutes en 2025, contre 455 en 2024, soit une progression de 19% sur un an.",1134,163,"(Agefi-Dow Jones)-- Airbus  a annoncé lundi soir avoir enregistré 544 commandes brutes en 2025, contre 455 en 2024. En tenant compte des annulations, le groupe a enregistré 536 commandes nettes l'an d..."
19334,AIRBUS,v3,ok,2,"Airbus a enregistré 544 commandes brutes d'hélicoptères en 2025, soit une progression de 19% sur un an par rapport à 2024. Le groupe a également livré 392 hélicoptères en 2025, contre 361 en 2024, soit une progression de 8,6% sur un an.",1262,201,"(Agefi-Dow Jones)--Voici un tour d'horizon des valeurs à suivre mardi:   - Airbus : le groupe a annoncé lundi soir avoir enregistré 544 commandes brutes d'hélicoptères en 2025, contre 455 en 2024. En ..."
17697,AIRBUS,v3,ok,2,"Safran a enregistré une hausse de +40,22% en 2025 (sixième performance du CAC 40), +33% en 2024 (deuxième) et +36,4% en 2023. Le groupe bénéficie de la vigueur du trafic aérien, qui devrait progresser de 3,6% à 4% par an d'ici à 2044.",10714,1687,"Cac 40: Safran, Hermès, Société Générale… Quelles actions du CAC 40 grimpent le plus sur 3 ans, 5 ans et 10 ans ? samedi 17 janvier 2026 à 07h00  (BFM Bourse) - Pour apprécier la performance des pensi..."
16940,AIRBUS,v3,ok,2,Airbus voit son titre légèrement progresser dans le vert au lendemain de son point d'activité en 2025. Le constructeur aéronautique a annoncé la livraison de 793 avions commerciaux à 91 clients dans le monde. Il a enregistré 1 000 nouvelles commandes brutes dans son activité Avions commerciaux.,6470,1005,"Les marchés européens retiennent leur souffle avant le verdict de l'inflation américaine Mi-séance  (Zonebourse.com) - En attendant les chiffres de l'inflation américaine de décembre cet après-midi, l..."
16914,AIRBUS,v3,ok,0,"Airbus a enregistré moins de commandes que Boeing en 2025 (1.000 brutes contre 1.175), ce qui est une mauvaise nouvelle pour l'entreprise.",2192,355,"(ABC Bourse) -  Après plusieurs années dans l’ombre, Boeing a pris sa revanche sur Airbus. En 2025, le constructeur américain a enregistré davantage de commandes que son rival européen, un retournemen..."
16909,AIRBUS,v3,ok,1,"L'article mentionne que Boeing a livré 63 avions en décembre, portant son total annuel à 600 appareils, soit sa meilleure performance depuis 2018. Cependant, il n'y a pas de mention spécifique positive ou négative concernant Airbus.",1577,251,"(Agefi-Dow Jones)-- Boeing  a annoncé mardi avoir livré 63 avions de ligne en décembre, portant son total annuel à 600 appareils, soit sa meilleure performance depuis 2018.   Les cadences de productio..."
16754,AIRBUS,v3,ok,2,"Eutelsat se distingue avec une hausse de 14,8% après avoir confié à Airbus Defence & Space la construction de 340 nouveaux satellites OneWeb en orbite basse.",8263,1306,"Record en séance, hésitations en clôture à la Bourse de Paris Fermeture  (Zonebourse.com) - Après avoir passé la matinée en territoire négatif, la Bourse de Paris a repris quelques couleurs en début d..."
